guwinmal,non conclusive,
guzelhisar,good result,balat|cine|nazilli
guzhang,good result,yuanling|baojing
guzhou,good result,lantu|xiajiang
gwa,no river,
gwaay_haanas,no river,
gwadar,no river,
gwalior,good result,narwar
gwangju,good result,jipyeong
gwaram,good result,bauchi
gwatar,no river,
gyama,good result,lhasa|drigung
gyamda,good result,zhokha|nyainqentanglha2
gyanema,good result,toling|khyunglung
gyeongju,no river,
gyeongseong,no river,
gynaikokastro,good result,giannitsa|kilkis
gyor,good result,samorin|komarom|magyarovar
gytgomkyvamm,good result,konchalyt|o_mnmilin_uplands1
ha_long_bay,non conclusive,
ha_va_nguon,non conclusive,
haapai,non conclusive,
haapai_atoll,non conclusive,
habana,no river,
habomai,non conclusive,
hacarigua,good result,barquisimeto|guaquire|guanare
hacaritamas,good result,simiti|macaregua|curumanao
hachberg,good result,freiburg|offenburg
hacibektas,good result,bozok|bogazliyan
hackensack,non conclusive,
hadd_cape,non conclusive,
haderslev,no river,
hadibu,no river,
hadishahr,good result,mardanaqom|nazok_olya
haditha,good result,hit|anah
hadiya,good result,fofa|soddo
hadjer_haddid,good result,am_dam|kebkabiya|kujunung
hadong,no river,
haeju,no river,
haenam,no river,
hafik,good result,sivas|zara
haga,good result,shioya
hagios_pavlos,non conclusive,
hagwilget,good result,nisga_a|sguuxs|ediziza_forest
hahahae,good result,itaratim|jequitinhonha_delta
hahajima,non conclusive,
hahatououadeba,good result,kinnickinnic|waumandee|odaawaa|wapkawazioju
hahawakpa,good result,kiwigapawa|enookwasaneenah|wapkawazioju|penaca
haifeng,no river,
haikang,no river,
hailang,good result,mudan_ula|ningguta
hailar,good result,xuguit
hailing,no river,
hailun,good result,hulan|ougen
haimen,no river,
haining,no river,
haisla,good result,wet_suwet_en
haiyan,no river,
haiyang,good result,pantian|dongshan_bay
haiyuwel,no river,
haizhou_bay,non conclusive,
haizhou_liaoyang,good result,liaoyang
hajduszoboszlo,good result,heves|miskolc
hajiabad,good result,urtsun|asadabad_kunar|bajaur
hajipur,good result,mehsi|samastipur|bihar_sharif
hajner,good result,raikot|jalandhar
hajo,good result,durjaya
hajodae_cape,non conclusive,
hakai_coast,non conclusive,
hakata,no river,
hakha,good result,po|falam|thantlang|chin_hills2|kale
hakkari,good result,amadiya|baskale
hakusei_cape,non conclusive,
halchidoma,good result,kwatsaan|aha_macav
haleri,non conclusive,
halesi,good result,chaudandi|okhaldhunga
hali,no river,
halifax_bay,non conclusive,
haliti,good result,dawande|balotipone|parecis
hall_atoll,non conclusive,
halle_an_der_saale,good result,bernburg|merseburg|eisleben
hallingdal,good result,ringerike|jotunheim
halmstad,no river,
halshany,good result,hieraniony|stowbtsy
halych,good result,tysmenytsia|zhydachiv
hama,good result,homs|kafartab|masyaf
hamadan,good result,khondab|abe|hamadan|otun
hamar,good result,kongsvinger|mjosa
hamaroy,good result,ofoti
hambantota,no river,
hambatus,good result,liribamba|sangay_jungle|puyu
hambukushu,good result,nangana|ani_south
hamburg,good result,lauenburg|elbe_estuary
hamelin,good result,hoxter|hanover|buckeburg|holzminden|alfeld
hamenk,no river,
hamheung,non conclusive,
hamhmam,non conclusive,
hamidiyeh,good result,hoveyzeh|shush
hammamet,no river,
hammerdal,good result,volgsjo|froso|s_jamtland_wasteland
hammerfest,no river,
hammershus,no river,
hamra_cape,non conclusive,
hamrange,non conclusive,
han,non conclusive,
hanabana,no river,
hanasaki,no river,
hanau,good result,offenbach|frankfurt
hanawa,no river,
hancheng,good result,wanquan|xiangning|yichuan
hanchuan,good result,hanyang|jingling|jiangxia
handbord,no river,
handia,good result,khategaon|hoshangabad|bhojpur
hanguang,good result,qingyuan|yingde
hangzhou,good result,fuyang_hangzhou|qianyang
hangzhou_bay,non conclusive,
haniguayagua,no river,
hanle,good result,shey|tashigang
hannibal_reef_coast,non conclusive,
hanol,good result,himalaya7|nahan|kalsi
hanover,good result,hamelin
hansan,good result,gongju|yeonsan|boryeong|cheonsu_bay
hansi,good result,sunam|hisar
hanyang,good result,hanchuan|xindi|jinkou
hanyin,good result,shiquan|ziyang_xingan
hanyuan,good result,emei|shimian|zhenxi_lizhou
hanzawa,good result,saitama|gunma
haorangi_atoll,non conclusive,
haorangi_coast,non conclusive,
hapcheon,good result,seongju|miryang
hapsal,no river,
hapur,good result,sambhal|chandpur_uttar_pradesh|jansath
haql,no river,
harad_asir,no river,
harahey,good result,kansas|monecato|wasetihoge
haraiki_atoll,non conclusive,
haraiki_coast,non conclusive,
harandzuvan,good result,dzhul
haranka,good result,barawa|buale|jita
harardhere,no river,
harburg,good result,winsen
harbuzynka,good result,torhovytsia|aqmecit_prybuzhzhya|argamakli_sarai
hardanger_fjord,no river,
harderwijk,non conclusive,
hardoi,good result,lucknow|nahil
hares_eye_lagoon,non conclusive,
hargan,good result,yahyali|sis|caxud
hargaya,good result,sheikh_hussein|bale|limey
harishpur,good result,kataka|ratnagiri|indian_coast59
harlau,good result,viadineti|stefanesti|ungheni
harlech,no river,
harlingen,non conclusive,
harmancik,good result,dursunbey|emet
harnosand,good result,solatunum|west_botnia
haro_cape,non conclusive,
haro_strait,no river,
harput,good result,cemisgezek|keban|palu|pertek|sivrice
harricana,good result,malartic_lake|wasakin|chicobi
harris,no river,
harro_walabu,good result,south_east_ethiopian_mountains|tulu_walal|liban
harrow,good result,london|woking|windsor
harsova,good result,viziru|orasul_de_floci|cernavoda
has,good result,prizren|koman
hasankale,non conclusive,
hasankeyf,good result,savur|mayyafariqin|cizre|eruh
hasar,good result,merelka|khirkhira|talman_boorj
hashatjin,good result,aghkand|khalkhal|shamiram
haskaont,good result,ouentarionk
haskovo,good result,stanimaka|ormenio
hassfurt,good result,bamberg|schweinfurt
hastings,no river,
hastings_shore,non conclusive,
hata,no river,
hatam,non conclusive,
hatchie,good result,chucalissa|obion|casqui
hatera,no river,
hatteras,non conclusive,
hattfjelldal,good result,tarna
hatthigiripura,good result,polonnaruva|kandy|digavapi
hatun_xauxa,good result,tunanmarca|wari_willka
hatunllacta,good result,tapaje|patia
haugalandet,no river,
hauraki,non conclusive,
hauraki_gulf,non conclusive,
havaii,non conclusive,
havaii_atoll,non conclusive,
havana_bay,non conclusive,
havasu,good result,aha_macav|moapa
havelberg,good result,wittenberge|jerichow
haveri,good result,shimoga|uchangidurga|kundgol|puvina_padangile
havero,good result,selanger|berg
havre_aubert_cape,non conclusive,
hawke_bay,non conclusive,
hawke_island,non conclusive,
hawoben,good result,khomani|nakop
hawraman,good result,sahrazur|javanrud|sanandaj
haya,good result,bugara|isinguro|vitoria
hayami,no river,
haynay,good result,nabiti|nacogdoches
hayrabolu,good result,kesan|edirne
hays,no river,
hazarasp,good result,kath|darganata|kyat_kala|kattashor_lake
hazaribagh,good result,katrasgarh|urda
hazelton,good result,kong|pohoko_ikkatee
hazro,good result,egil|mayyafariqin
headdhetanwan,good result,nanzewaspe|wakhakukdhin|pasukhdin
hebin,good result,aerzhai|yunnei|dongsheng|fugu
hechi,good result,nandan|yishan|sien
hede,good result,sveg|oviken|s_jamtland_wasteland
hedemora,good result,avesta|stora_tuna
hedesunda,good result,avesta|gefle
hedland,non conclusive,
hedmarksvidda,good result,elverum|amot
hedo_cape,non conclusive,
hedong,good result,nis|ruicheng
hehe,good result,baode|fugu|kaiguang
heide,no river,
heidelberg,good result,speyer|sinsheim|erbach
heilbronn,good result,heidelberg|mosbach
heiligenhafen,no river,
heiltsuk,no river,
heinjoki,good result,kyyrola|jaskis
heishui,good result,wenshan
hejiang,good result,renhuai|yongchuan|jiangjin|luzhou
hejin,good result,xiangning
hekikai,no river,
hekusando,non conclusive,
helene_atoll,non conclusive,
helene_coast_2,non conclusive,
helong,good result,musan|heoryeong|longjing
helsingborg,no river,
helsinge,no river,
helsingor,no river,
hemang,good result,fomena|cabo_corso
hemtine,good result,baluba|luebo|bayombe
henashi_cape,non conclusive,
hendijan,good result,dogonbadan|iranian_bay
henei,good result,wuzhi|jincheng_zezhou
hengshan,good result,hengyang|xincheng|xiangtan|lukou
hengyang,good result,hengshan|xincheng
henley,good result,oxford|reading
hennebont,no river,
henslow_bay,non conclusive,
heoryeong,good result,musan|onseong|helong|longjing|yenji
hepa,good result,osukyuze|itscheabine
heping,good result,longchuan_xunzhou
hepu,no river,
heqing,good result,beisheng|tongan_lijiang
hequ,good result,baode|piantouguan
hequ_wuding,good result,luquan|yuanmou
herat,good result,karokh|pushang
herbert_creek,non conclusive,
hereheretue_atoll,non conclusive,
hereheretue_coast,non conclusive,
herendeen_bay,non conclusive,
heretaunga,no river,
hereti,good result,khunani|bodbe|shaki
herjolfsnes,no river,
hermagor,good result,winklern|spittal|lienz
hermitage_bay,non conclusive,
hermitage_channel,non conclusive,
hermite_isle,no river,
herrera,good result,puebla_de_alcocer|navalucillos
hersfeld,good result,hersfeld
hertogenbosch,good result,cuijk|geertruidenberg
hessequa,no river,
heungyang,non conclusive,
heves,good result,hajduszoboszlo|szolnok
hewanorra,no river,
heyang,good result,xisha|yiliang
heyang_xian,good result,wanquan|tongzhou
heyuan,good result,lankou|khuzhupai|boluo
hezhou,good result,dingqiang
hezhou_he,good result,dangtu|wuhu|jiangning
hicayagua,no river,
hidaka,no river,
hienatiemi,good result,tornea|ranea|branna|pajala|rovaniemi
hieraniony,good result,halshany|lida
higashihenna_cape,non conclusive,
higashikubiki,non conclusive,
higashimatsuura,non conclusive,
higashimuro,no river,
higashisonogi,no river,
higashiusuki,no river,
hijli,good result,raipur_bengal|tamluk|kanthi|baripada|ghatsila
hikueru_atoll,non conclusive,
hildburghausen,good result,schleusingen|coburg
hildesheim,good result,alfeld
hillah,good result,an_nil|nasiriyah|kufa|qadisiyyah
hilo,no river,
hilo_bay,non conclusive,
himologan,good result,hingoog|silae|himologan|otun
hinchinbrook_bay,non conclusive,
hinglaj,no river,
hingoog,non conclusive,
hinis,good result,malazgirt|varto
hino_cape,non conclusive,
hinono_ei,good result,pushroot|washakie|hot_springs
hinsepu,good result,kamiahpu|asahkaiowaipu|pa_lus_sa
hinthada,good result,tharrawaddy|pathein|danubyu|ingapu|hmawbi
hinyaa,non conclusive,
hipalan,non conclusive,
hirakubo_cape,non conclusive,
hiroo,no river,
hisar,good result,bathinda|hansi
hissar,good result,qubodijon|shuman
hisse_yoyi_yoe,good result,wotapio|oevemanaho|ohktouna|minii_yohe
hit,good result,al_anbar|ar_rabb|haditha|jazair
hitchauta,good result,kasihta|omusee
hitchiti,good result,ichisi|alapaha|ocmulgee
hitu,non conclusive,
hiva_oa,no river,
hiw,good result,el_balyana|akhmim|qus|hiw
hiyama,no river,
hiyama_hokkaido,no river,
hjorring,no river,
hkamti,good result,minsin|sagaing
hlahlandlela,good result,em_dinaneni|bakgatla|egabeni
hlohovec,good result,nitra|trencin
hlucin,good result,opava|pszczyna|raciborz
hmawbi,good result,tharrawaddy|twante|hinthada|dagon
hnahnu,good result,copuz|otomi
ho_bay,good result,surruque|ais
hoan_chau,good result,mat_chau|nghe_ann|chi_la
hoborg,no river,
hobyo,no river,
hoc_mo_cape,non conclusive,
hoceima_bay,non conclusive,
hochelaga,good result,lake_of_two_mountains|hochelaga|otun|po
hodod,good result,hodod|szatmar
hodonin,good result,mistelbach|hradiste
hoengeiqua,no river,
hoeyang,good result,geumseong
hof,good result,schleiz|wunsiedel
hofgeismar,good result,einbeck
hogdal,good result,alfta|sveg
hogohega,good result,pelisipi|amoyeli_gunahita|canasoga|chiaha|coste
hohenberg,good result,stockach|sigmaringen
hoi,non conclusive,
hoifa,good result,golmin_salggiyan|lefu
hoilkut,good result,oohl
holaniku_atoll,non conclusive,
holaniku_coast,non conclusive,
holar,no river,
holbox_island,non conclusive,
holeylan,good result,badreh|bisotun
holic,good result,mistelbach|hradiste|bratislava
holland_coast,non conclusive,
hollmann_cape,non conclusive,
hollola,good result,itis|ou|paijanne
holmur,non conclusive,
holoikauaua_atoll,non conclusive,
holoikauaua_coast,non conclusive,
holstebro_lundenes,no river,
holtalen,good result,tynset|roros|meraker|s_jamtland_wasteland
holthusen_cape,non conclusive,
holzminden,good result,hamelin|einbeck|alfeld
homalco,no river,
hombori,good result,bambara_maounde
hominka,good result,sekani_forest|mesilinka|tsay_keh
homs,good result,hama|qusayr
hon_la_island,non conclusive,
hon_me_island,non conclusive,
hondeklip_bay,non conclusive,
hondosaka,good result,massangano|tere|zvongombe
honduras_cape,non conclusive,
hong_chau,good result,vu_ninh|bo_hai_khau
hongju,no river,
hongsa,good result,chom_khao_maneerat
honguedo_strait,non conclusive,
hongxian,good result,linhuai|wuhe|lingbi
honnavara,no river,
hont,good result,nograd|esztergom
hood_bay,non conclusive,
hook_head,non conclusive,
hoorn,non conclusive,
hopatcong,good result,minisink|tohickon
horb,good result,oberndorf|tubingen
horicon,good result,walloomsac|pecunktuk|mahicannituck|saratoga|ticonderoga
hormuz,no river,
hornborg,no river,
hornillos_point,non conclusive,
horodnia,good result,chernihiv|sosnytsia|horodnia|ye|otun
horodyshche,good result,horoshino|kremenchuk
horoshino,good result,horodyshche|zolotonosha|cherkasy
horsh_aiken,non conclusive,
horta,non conclusive,
hoshangabad,good result,handia|chauragarh|tendukheda
hostoticpac,good result,cuauhchinanco|tzapotzingo
hostotipaquillo,good result,tzapotzingo|xochitepec
hot,good result,tak|lamphun
hot_springs,good result,ishpiialawaache|hinono_ei|grass_creek
hot_springs_cove,non conclusive,
hotham_inlet,non conclusive,
hotin,good result,lipnic|cernauti|cetatea_tetina|hakata
hottah_ti,good result,gane|hottah_lake|kwita_tla
houguan,good result,minxian|minqing|changle_fujian
houma,good result,chicksawhe|mosco|tangipahoa
houmi,no river,
hounde,good result,bankuy|faramana
houtunqua,no river,
hoveyzeh,good result,al_madar|hamidiyeh
hoxter,good result,hamelin|einbeck
hoya,good result,verden|achim
hpa_an,good result,martaban|thaton|papun
hradec_kralove,good result,nachod|podebrady
hradiste,good result,hodonin|prerov|holic
hsenwi,good result,namhsan
hsipaw,good result,namhsan|kyaukme
htamanthi,non conclusive,
htigyaing,good result,shwegu|takawng
huacareta,good result,pomabamba|mrubicha|pilaya_jungle
huacatambo,good result,chao|tumshukaiko|ferrol_bay
huacrachuco,good result,yaino|manchac|huallumarca|rupharupha
huahine,non conclusive,
huahine_atoll,non conclusive,
huahine_coast,non conclusive,
huaihua,good result,chenxi|xupu|luyang
huaining,good result,guichi|dongliu|wangjiang|zongyang
huaiyuan,good result,zhongli|xiacai
huaiyuan_rongzhou,non conclusive,
huallmi_coast,non conclusive,
huallumarca,non conclusive,
huaman_karpa,good result,paqwayranra|willkawaman|soras
huambo,good result,cuima|sambo|kolonbelle
huamelula,no river,
huamelula_coast,non conclusive,
huamual,non conclusive,
huanacache,good result,millcayac|zonda|quines
huancavilca_gulf,non conclusive,
huangcaoba,good result,anlong|luoxiong
huanggang,good result,huangpi
huanglong,good result,banqiao|zhushan|yun|xunyang
huangmei,good result,guangji
huangpi,good result,huanggang|jiangxia|huangpi|otun
huangping,good result,kaili|panqiao|wengshui
huangxian,no river,
huangyan,no river,
huanu_islands,non conclusive,
huarco,no river,
huarco_coast,non conclusive,
huari,good result,yaino|rapayan
huarmey,no river,
huarong,good result,baling|dongping|anxiang|shishou
huasco,no river,
huatabampo,no river,
huating,good result,shanghai|kunshan
huatulco_bays,non conclusive,
huaxtla,good result,tonala|ixtlahuacan|xochitepec
huayin,good result,wenxiang|ruicheng|huazhou
huaying,good result,qujiang_guangan
huazhou,good result,huayin|weinan
hubek,no river,
hucha_hudan,good result,carmacks|donjek|na_choo_ndek
hudaida,no river,
hudiksvall,non conclusive,
huehuetan,non conclusive,
huelva,no river,
huete,good result,zorita
huexotzinco,good result,ocotelolco
hugon_island,non conclusive,
huian,no river,
huichuan,good result,qingchi|jinghai
huichuan_dechang,good result,juque|yuanmou|huili
huihe,good result,fushu
huilai,no river,
huili,good result,huichuan_dechang|dongchuan|qiaojia|kuozhou
huiqi,good result,qingyuan
huista,no river,
huitong,good result,qianyang_yuanzhou
huitzquilic,good result,ameca|etzatlan
huivulau_bay,non conclusive,
huixian,good result,xiuwu
huizache_lagoon,non conclusive,
huizhou,good result,liangdang|lueyang
huju,good result,samsu|donggo
hukawng,good result,tarung|sagaing
hukou,good result,dehua_jiujiang|pengze|susong
hulagan,no river,
hulan,good result,bayan_susu|hailun|shangjing|hulawen
hulawen,good result,hulan|shangjing|boduna
hulin,good result,mishan|yiman|nuoluo
hull,no river,
hulst,no river,
hulu_baram,good result,baram|borneo_jungle11
hulu_barito,good result,laung|borneo_jungle13
hulu_kahayan,good result,kahayan|borneo_jungle14
hulu_kapuas,good result,kapuas
hulu_kinabatangan,good result,kuamut|lokan
hulu_lamandau,good result,kotawaringin_lama|bulik|pinoh
hulu_mahakam,good result,mahakam|borneo_jungle12
hulu_melawai,good result,kayan_melawai|pinoh|borneo_jungle14
hulu_mendawai,good result,samba
hulu_mentaya,good result,cempaga
hulu_musi,good result,barisan_mountains2|bingin
hulu_pawan,good result,tanjungpura
hulu_seruyan,good result,arut
hulu_telen,good result,telen|borneo_jungle12
hulun,good result,xuguit|abagaita
hum,good result,yi|yacegua|yaros
humadea,good result,metica|caqueza
humar,good result,bir_amur|kuanhe|pangu|tahe
humati,good result,caxa|atahachi|pakana
humber_estuary,non conclusive,
humboldty_bay,non conclusive,
huncun,good result,onseong|yenji
hunedoara,good result,hunedoara|sebes
hunfeld,good result,hersfeld|meiningen
hunger_steppe,non conclusive,
hungry_horse,good result,bad_rock|epixyu
hunucma,no river,
huolin,good result,boduna|chaghankhot
huon_coast,non conclusive,
huon_gulf,non conclusive,
huoqiu,good result,shouchun|yingshui|zhugao
huozhu,good result,shuicheng
hupenuu,good result,oohkoi_yohe|kwahada|kwaaru
hurle,good result,taizhou_jurchen|lake_yueliang
husavik,no river,
husaynabad,good result,khulna|jaynagar|kulpi|pipli|satgaon
husi,good result,iasi|targul_saratii|targu_lapusnei
husinec,good result,budejovice|krumlov|pisek
husum,no river,
hutton,good result,lheidlit_en|willmore
huxian,good result,zhouzhi|xianyang
hvalsey,non conclusive,
hvamstangi,no river,
hvittis,good result,raumo|sastamala
hvlan,good result,ougen
hvolsvollur,no river,
hwaju,non conclusive,
hwalbay,good result,aha_macav|grand_canyon|moapa|sebit
hwangju,good result,samhwa|junghwa|anak
hymahi,good result,santee|cofitachequi|talimeco|congaree
hythe,no river,
hytop,good result,callamaco|koasati
ia,good result,samriddhipuri
iagodnoie,good result,arga_tas_upplands|kolyma_highlands
iagorlic,good result,chisinau|tighina|tuzara|karabul|khadjibey
iaguarauna,no river,
ialophaybo,good result,ohkweeo_owingeh|kahpota|moghwachi
iaremappo,good result,ndyuka|guayana_jungle|maroni_mouth
iaremappo_coast,non conclusive,
iasi,good result,husi|ungheni
ibaje,good result,cacequi|piratini|cacapava|vacacai|yacegua
ibalong,no river,
ibaraki,no river,
ibi,good result,wukari|pankshin|katsina_ala
ibicui,good result,jeguakava|inhandui
ibirapuita,good result,yapeyu|cuareim|cacequi|inhandui|ybiti
ibiza,no river,
ibo,non conclusive,
ibotirama,good result,ipueira|itajui|itaboca|kayapo|guanambi
ibrahimabad,good result,awadh|khairabad|biswan|lucknow
ibusuki,no river,
ica,no river,
icabaqua,good result,piratinin|piratini|cacapava|patos_lagoon
icalo,no river,
icarian_sea,non conclusive,
ichagarh,good result,ranchi|kharsawan
icheda,good result,ust_kut|neryunda_uplands
icheon,good result,jipyeong|chungju
ichera,good result,nikolsky_pogost
ichihara,no river,
ichinskiy_coast,non conclusive,
ichirouganaim,non conclusive,
ichishi,no river,
ichisi,good result,hitchiti|coweta
ichitki,no river,
ichon,good result,pyeonggang|tosan|deungju
ichugan,good result,atash|pumpu
idah,good result,ukunzu|lokoja
idanha,good result,alcantara|brozas|valencia_de_alcantara|castelo_branco
idar,good result,aravali_range|modasa|patan|palanpur
ider,good result,targavatai_mountains|zagzuugiin_balgas
idkabue,no river,
idlib,good result,artah|masyaf
idre,good result,mora|trysil|roros
idrinskoye,good result,altay_forest_wasteland_3|minusinsk|kortuz
idy_sakhalin,non conclusive,
ife,good result,ijebu_ode|ede
ifni,no river,
igan,good result,julau|sarikei|cape_sink
igaracu,good result,tapuios|potyguara|parnaiba_delta
igbo_ukwu,good result,nnewi
igboho,good result,ikoyi
igdir,good result,surmali|khor_virap
igiugig,good result,qarr_unaq|naknelk_lake|akokpaq|kvichak_bay
iglunga,non conclusive,
igra,good result,dondykar|yakshur_bodya|debyosy|stepanenki
iguamuco,good result,banique
iguanacaera,no river,
iguape,good result,cananeia|small_sea
iguazu,good result,santo_antonio|umuarama|mbya|campo_mourao|guarapuava
igumbi_andele,no river,
igushiq,non conclusive,
ihara,no river,
iichiilikaaashaashe,good result,mitsiadazi|aahkawirahkata
iiq,good result,nunapichuq
iisaxpuatahcheeaashe,good result,ksai_yohe|ishpiialawaache
ijathibe_wapta,good result,kananaskis|makhabn
ijebu_ode,good result,epe|ife
ijnapuigosode,good result,muyupampa
ika_nepa,good result,bur_nepa|siberian_forests_5
ikab_ya,good result,chara
ikala,no river,
ikalamavony,good result,fianarantsoa|midongy
ikalis,good result,birkala|orivesi
ikaria,non conclusive,
ikere,good result,ado_ekiti
iki_iki,no river,
ikkatuluk,no river,
ikom,good result,kumba|korup_jungle
ikongo_boa,good result,batubenge|lusambo_qandu|lubefu|chibango
ikorundu,good result,ketu|eko|iwo|lagos_lagoon
ikosi,good result,epe|lagos_lagoon
ikoyi,good result,igboho|tede|ogbomosho
ikpeng,good result,tapajos_amazon_jungle|apiaka|rikbaktsa|apiaka_jungle|kaiabi|apiacas
ikryanoye,good result,zamyany|caspian_sea15
ikuiapa,good result,balotipone|bakairi|kajkwakratxi
ilalumaala,non conclusive,
ilambazar,good result,chandrabad|ilambazar
ilan_hala,good result,mudan_ula|chalin|wehe
ilansky,good result,kansk|altay_forest_wasteland_3
ilanz,good result,disentis|chur
ilasi,good result,waxhaw|peedee
ilchamu,good result,east_african_mountains|pokot
ile_de_re,non conclusive,
iles_de_los,non conclusive,
ilesa,good result,ado_ekiti|ondo|ede|oshogbo
ileza,good result,alferovskaya|shangaly
iliamna,non conclusive,
ilibalyk,good result,chundzha|koktal
ilic,good result,kemah|arapgir|egin
ilig_cape,non conclusive,
iligan_point,non conclusive,
ilimo,good result,agaro|gore
ilimpeya,good result,yukta|tunguska_trail6|siberian_forests_5
ilirnej,good result,anjuj_river|aliskerovo
illawarra_coast,non conclusive,
illecillewaet,good result,okanagan|snk_mip|q_espiea|splatsin|mica_creek
illescas,good result,toledo|puebla_de_montalban
illichpur,good result,asirgarh|iide_mountains
ilog,no river,
ilok,good result,bacs|vukovar|sremska_mitrovica|teocak
ilomantsi,good result,vartsila|pielinen
ilovna,good result,ves_yogonskaya|mologa|knyazhich_gorodok
ilucan,good result,ilucan|bagua
ilyino,good result,velizh|nizhelskoe
ilyinsko_podomskoye,good result,yarensk
imaapik,good result,kangiqsualujjuaq|liw
imakia,good result,zhelezin|lebyazhye|karasor|tuzdysor
imangaq,good result,yukkhana
imanka,good result,vaka
imarui_lagoon,non conclusive,
imbaguarbak,good result,tumaco|imbaguarbak
imbangala,good result,bondo|luquemba|mussende|bailundo|kapela
imbau,good result,ponta_grossa|campo_mourao|jataizinho|apucarana
imbros,non conclusive,
imilen,good result,kerbi
imizu,non conclusive,
imphal,good result,loktak_lake|naga_hills1
imsdalen,good result,lillehammer|otta|norway_wasteland_b
imst,good result,schwaz|landeck
inagua,non conclusive,
inagua_coast,non conclusive,
inaka,no river,
inalumaala,non conclusive,
inapiremapu,good result,biobio|wenteche|pebuenmapu
inarigda,non conclusive,
inbatskoye,good result,turukhansk|verkhneimbatsk
incarraqay,good result,ayopaya|sarkajpa|jaqi_jiwata_mountain
incawasi,good result,quiluta_mountains|millcca
inchoun_coast,non conclusive,
inderapura,no river,
indian_coast10,non conclusive,
indian_coast11,non conclusive,
indian_coast12,non conclusive,
indian_coast13,non conclusive,
indian_coast14,non conclusive,
indian_coast15,non conclusive,
indian_coast16,non conclusive,
indian_coast17,non conclusive,
indian_coast18,non conclusive,
indian_coast19,non conclusive,
indian_coast2,non conclusive,
indian_coast20,non conclusive,
indian_coast21,non conclusive,
indian_coast22,non conclusive,
indian_coast23,non conclusive,
indian_coast24,non conclusive,
indian_coast25,non conclusive,
indian_coast26,non conclusive,
indian_coast27,non conclusive,
indian_coast28,non conclusive,
indian_coast29,non conclusive,
indian_coast3,non conclusive,
indian_coast30,non conclusive,
indian_coast31,non conclusive,
indian_coast32,non conclusive,
indian_coast33,non conclusive,
indian_coast34,non conclusive,
indian_coast35,non conclusive,
indian_coast36,non conclusive,
indian_coast37,non conclusive,
indian_coast38,non conclusive,
indian_coast39,non conclusive,
indian_coast40,non conclusive,
indian_coast41,non conclusive,
indian_coast42,non conclusive,
indian_coast43,non conclusive,
indian_coast44,non conclusive,
indian_coast45,non conclusive,
indian_coast46,non conclusive,
indian_coast47,non conclusive,
indian_coast48,non conclusive,
indian_coast49,non conclusive,
indian_coast51,non conclusive,
indian_coast52,non conclusive,
indian_coast53,non conclusive,
indian_coast54,non conclusive,
indian_coast55,non conclusive,
indian_coast56,non conclusive,
indian_coast57,non conclusive,
indian_coast58,non conclusive,
indian_coast59,non conclusive,
indian_coast6,non conclusive,
indian_coast60,non conclusive,
indian_coast61,non conclusive,
indian_coast62,non conclusive,
indian_coast63,non conclusive,
indian_coast65,non conclusive,
indian_coast7,non conclusive,
indian_coast8,non conclusive,
indian_coast9,no river,
indigiir,good result,oyotun|chukchi_sea
indio_maiz_jungle,non conclusive,
indispensable_coast_1,non conclusive,
indispensable_coast_3,non conclusive,
indispensable_reefs,non conclusive,
indispensable_strait,non conclusive,
indore,good result,ujjain|dhar|maksi
indragiri_estuary,non conclusive,
indrapura,non conclusive,
indrapura_khmer,good result,phnom_santuk|prasat_andet|phnom_penh
inebolu,no river,
ineseno,no river,
ineu,non conclusive,
inga,good result,nambue_jungle|pimempiro_mountains|solimoes_amazon_jungle
ingapirca,good result,llampqui|tarmatambo|tunanmarca
ingapu,good result,hinthada|myanaung
ingariko,good result,macuxi|guayana_jungle
ingatambo,good result,ilucan|bagua
ingnyeong,no river,
ingolstadt,good result,neuburg_an_der_donau|pfaffenhofen
ingombe_ilede,good result,shoma|semalembue|mukariva|muyove|chedzurgwe
ingonish,no river,
inhambane,non conclusive,
inhambane_bay,non conclusive,
inhandui,good result,ibicui|ibirapuita|cacequi
inishowen,no river,
initao,non conclusive,
injangyang,good result,myitkyina|suamprabon|waingmaw
injin_coast,non conclusive,
inju,good result,kaesong|papyeong|namgyeong
inka_llaqta,good result,yuracare
inner_nicobar_channel,non conclusive,
inner_onega_bay,non conclusive,
inner_sawu_coast,non conclusive,
inner_siberut_strait,non conclusive,
inner_sombrero_channel,non conclusive,
inner_strait_malacca,non conclusive,
innsbruck,good result,schwaz
innurmin,no river,
inonu,good result,kutahya
inotonniicaah,good result,apahtoksipisskan|insaombi
inowroclaw,good result,wloclawek|bydgoszcz|torun
insaombi,good result,inotonniicaah|saamis|makhabn
insar,good result,mokhcha|krasnoslobodsk
insterburg,good result,gumbinnen|gerdauen
intapushe,good result,satsukhdin|unica|ni_okaska
interlaken,good result,frutigen|bernese_alps
intsi_cape,non conclusive,
inubo_cape,non conclusive,
inutsualak,non conclusive,
inuviq,good result,aklaviq
inverary,no river,
inverness,non conclusive,
iny_karaja,non conclusive,
inyanga,good result,mtoko|abe|inyanga|otun
inyanshashawatpa,good result,ocheyedan|kiosaquay
inzia,good result,kisakaba|kwila|pambala
iparuka,no river,
ipatovo,good result,raguli|petrovskoye_pontic
ipholhhelhlhup,good result,nemby|enxet|aseptiketiheylhets|tacshic
ipire,good result,guanipa|kai_kara
ipswich,no river,
