location,status,good_results
chunan,good result,shexian|jiande
chunar,good result,buxar|varanasi|jaunpur|kantit
chundzha,good result,almaliq|ilibalyk|charyn
chungju,good result,icheon|jecheon
chungu,good result,kasenga|mucajama
chunju,good result,nangcheon|gapyeong
chunoyar,good result,biryusa|taseyevo|pashino|chuva|manzaya|ou|boguchany|aban
chupanga,good result,chindre|cuama|sena
chupilta,good result,yaaucaniga|sumampa|asingasta|chiquita_sea_lake
chuqiu,good result,suiyang|lanyang
chur,good result,ilanz|silvretta_alps|werdenberg
churchill_shoal,seazone,
churkampa,good result,tampu_machay
churumekua,good result,zacatollan|cuitzeo|aguacana|chucutitlan
chuva,good result,nizhneudinsk|chunoyar
chuvan2,good result,chuvan1|chuvan_upplands1
chuya,good result,witym|vitim|yukte|olyokma_upplands5
chyormoz,good result,nytva|dobryanka
chyorny_yar,good result,srednyaya_akhtuba|nikolskoye_pontic
cibagalaax,good result,siberian_tundra_4|soboloox
cili,good result,shimen|shixi|dayong
cine,good result,guzelhisar|milas
circle,good result,venetie|eagle
cirencester,good result,chippenham
cittacastello,good result,perugia|sansepolcro
ciwat,good result,atchafalaya|opelousa|tsikip
clermont,good result,riom|thiers|vic_le_comte
clermont_en_argonne,good result,menehould|grandpre|verdun
co_dang,good result,thanh_hoa|quan_da_chau
coast_lazio,seazone,
coast_of_kurland,seazone,
coatlan,good result,comitlan|juchatengo|zaachila|miahuatlan
coatzacoalcos_bay,seazone,
coblenz,good result,mayen|simmern|castellaun|wied|katzenelnbogen
coburg,good result,hildburghausen
cocamas,good result,lamas|chatuza|kachi
cochem,good result,wittlich|mayen|castellaun
coco,good result,tupirama|apyawa
cognac,good result,angouleme|saintes
cojutepeque,good result,usulutan|kuskatan|nonualco
cokuurdaax,good result,oyotun|nicalaax
coligua,good result,calpista|palisema|cayas|wahzhazhe
cologne,good result,bonn|neuss|solingen
colombayma,good result,guaduas|tocaima
colorado_delta,seazone,
comacchio,good result,rovigo|chioggia|po_delta
comayagua,good result,naco|yoro
como,good result,lake_como|tresivio
concepcion_bay_plata,seazone,
conecuh,good result,pensacola|patsaliga
conemaugh,good result,susquehannock
congaree,good result,hymahi
congo_river_coast,seazone,
congona,good result,pirca_pirca|karajia
connatachequa,good result,shamokin|juniata
conotton,good result,tuscarawas|muskingum
consha,good result,taliepacana|tombigbee|eianamogola
constantia_bul,good result,stanimaka|bukelon|plovdiv
constantina,good result,palma_del_rio|carmona
coos_bay,seazone,
coospacam,good result,tugumlepen|estok_gna
cootcla,good result,cussate|koasati|ongoulastoga
copa,good result,taman|mapa|shanjir|temryuk_bay
coppename_mouth,seazone,
copuz,good result,hnahnu
corabia,good result,caracal|radovanu|turnu_magurele|oryahovo|lom
corbeil,good result,melun|paris|mantes|montmorency
corcovado_gulf,seazone,
cordoba,good result,carpio|palma_del_rio
coria_del_rio,good result,sanlucar_la_mayor|bay_of_cadiz
corpen_aike,good result,camusu_aike|chalten|santa_cruz_river_mouth
corralero_lagoon,seazone,
corum,good result,gumus|sungurlu|bayat
corumba,good result,paranoa|cayapo
cosamaloapan,good result,mixtlan|tlacotlalpan|iztachacalapan|otatitlan
cosrou,good result,toumodi
coste,good result,pelisipi|chiaha|hogohega|satapo
cotapampa,good result,maukallaqta|quillarumiyoc
cotnari,good result,targu_neamt|suceava
coutins,good result,malalis
cowasuck,good result,passumpsic|coos
coweta,good result,ichisi|kealedji|pakanahuili|tussahaw
coyame,good result,suma|patarabueye|chinaitih
cozia,good result,sibiu|poenari|ramnicu_valcea
crato,good result,castelo_branco|portalegre|ponte_sor
cremona,good result,parma|sandonnino|piacenza|casalmaggiore|soncino|lodi
crepy,good result,noyon
crescent_spur,good result,willmore|cariboo
crixas,good result,guatacuba|akwen|paranoa
crook,good result,kidutokado|tinainu
cross_river_mouth,seazone,
csanad,good result,kikinda|mako|arad
cuama,good result,chindre|chupanga|mouth_zambezi
cuangar,good result,omuskira|nangana
cuango,good result,ocanga|bikoro
cuauhtemallan,good result,acasaguastlan|pismachi
cuauhtitlan,good result,tollan
cubara,good result,tama_mountains|guadual
cuchi,good result,liroema|miongo
cudalbi,good result,galati|oancea|cahul|reni
cuddapah,good result,penchalakona_hills|vempalle|udayagiri|porumamilla
cuijk,good result,venlo|hertogenbosch|nijmegen|geldern
cuitzeo,good result,churumekua|cutzamala
cukataw,good result,calli|bolghar|zainsk
culebra_point,seazone,
culiacan,good result,badiraguato|quetzalla|otaez|lucenilla_peninsula
cumaribo,good result,atanari|maracoa|orocue|negro_amazon_jungle
cumberland_sound,seazone,
cunningham_point,no river,
cura,good result,aragua|batey|guarico
curahuara,good result,callapa|sicasica|matarjawira|sura
curitiba,good result,lapa|bocaiuva_do_sul|sao_jose_pinhais
curitibanos,good result,chapeco|lagoa_vermelha
curruhuinca,good result,currumil|vuriloche
currumil,good result,kalfucura|catan_lil|curruhuinca
curu_leufvu,good result,choele_choel|balcheta|bermeja_point
curuguaty,good result,canindeyu|ycuamandiyu
curumanao,good result,hacaritamas|ariguani|tamalameque|zapatosa_swamp
curumu,good result,anajas|vieira_grande_bay
curvelo,good result,sabarabucu|sete_lagoas|goianas|gouveia
cushamen,good result,norquinco|nahuelpan
cussate,good result,kaskinampo|cootcla
cuthuhogwa,good result,binmatshua|beaverhead
cuttaway,good result,shawanoe|kaskinampo|kuttawa|pennyrile
cuttawba,good result,eskalapia|nepepimmesipi|kentucky|lewekeomi|assereniet|oheyandewa
cutzamala,good result,cuitzeo|ajuchitlan
cuyahoga,good result,tuscarawas
cuyo,good result,pipanaco|polco|rio_salado_salt_marsh
czarnkow,good result,oborniki|szamotuly
czersk,good result,radom|garwolin|warsaw
czestochowa,good result,mstow|siewierz
da_giang,good result,muong|thang_long|tam_dai
daan,good result,wenxian_gongchang|lueyang|duoshui|miangu
daasanach,good result,omo|lake_turkana
daban,good result,macha|yunkyur
dabarqi,good result,fazughli|singa|al_rusayrisi
dabhol,good result,karad|western_ghats_satara
daboka,good result,bordowa|guwahati|lanka
daboya,good result,yendi|nakpa|gambaga
dadandang,good result,xiaodandang|muli
dadi_dadi,good result,latje_latje|nari_nari|kureinji|wemba_wemba|wotjobaluk
daga,good result,dhubri|koch_bihar|wangdue
dagana,good result,podor|ndar|rosso
dagon,good result,dala|twante|hmawbi
dagu,good result,zhigu|northern_bohai_bay|apt
dagu_shunyuan,good result,wujiang_bozhou|shaxi|cengtai|shuixi|longchang|gulin
daguan,good result,wumeng|luozuoguan
daguwanalahi,good result,aniyutsi|shawanoe
daha,good result,tulungagung|surabaya|trowulan
dahrur,good result,bir|nander|pathri|ausa
dajal,good result,sitpur|mithankot
dakadjalan,good result,kirina|kaba
dakahla,good result,damietta_mouth|damietta|mansoura|lake_manzala
dakhkat,good result,fanakat|khujand
dala,good result,maubin|twante|dagon|martaban|eastern_irrawaddy_delta
dalinghe,good result,wangping|liaoyang|shenyang|liaoyang
dalingkot,good result,jalpaiguri|gangtok
daloa,good result,guinean_jungle|gbepleu
daly_river_mouth,seazone,
damanhur,good result,alexandria|ramsis|rashid|el_mahalla|menouf
damba,good result,maguela|ambuila
dambi_angonga,good result,berbela|munza
dambwe,good result,shoma|kazungala|bumbuzi
damietta,good result,damietta_mouth|samanoud
damietta_mouth,seazone,
damoh,good result,sugaur|rahatgarh|bhatta
danduka,good result,dholka|khambat
dang,good result,nandurbar|surat
danggali,good result,kureinji|nanja|south_australian_desert
dangila,good result,lake_tana
dangshan,good result,fengxian|xiaoxian|yucheng_kaifeng|shansu
dangtu,good result,wuhu|jiangning|hezhou_he
danilov,good result,yaroslavl|lyubim
daning,good result,jizhou|yonghe
daning_pingquan,good result,pingquan|fushu|enhua
daniski,good result,biu|potiskum|kalam_hill
danli,good result,talanga|ollalko|panamahkas|ukutal
dannenberg,good result,lauenburg|wittenberge|luchow|grabow
dantu,good result,wujin|shangyuan|danyang|taixing
danubyu,good result,maubin|naungyo|twante|hinthada
danyang,good result,dantu|jintan|danyang|otun
danyang_korea,good result,yeongwol|jecheon
daoba,good result,litang|hengduanshan5|waerhdje
daoukro,good result,dormaa|bouake|ngokro|toumodi
daqing_estuary,seazone,
darganata,good result,hazarasp|daya_kathyn
darghat,good result,fadak|al_huwayyit|as_sulaymi
dargol,good result,kokorou|gotheye
dargyeling,good result,tradun|gangdise8|himalaya10|ganden_delingshar
darien_gulf,seazone,
darlag,good result,lungkya|madoi|metsang
darney,good result,vesoul|epinal|arches|mirecourt
daroot_korgon,good result,gharm
darrehshahr,good result,pol_dokhtar|badreh
dartsedo,good result,zhanggu|diaomen
dasmenda,good result,tomarza
dassa_zoume,good result,abomey
dasu,good result,jijial|tangir
datia,good result,bhind|narwar
datooga,good result,east_wembere
datta,good result,tumzhdin|khadzhi_bay
daulatabad,good result,bir|ahmednagar|jalna|sinnar
daule,good result,guayaquil|yaguachi|baba|babahuyu
davyd_haradok,good result,lakhva|turov|stolin
daw_sud,good result,faras|qasr_ibrim
dawande,good result,pantanal_swamp|parecis|haliti
dawbah,good result,al_laghfiyyah|an_nuqrah
dawhee,good result,chicora|sapponah|necoes
dawu,good result,dzogon|khordong
dax,good result,aire|tartas|tosse|bayonne
daxunhyuu,good result,chitina
daya_kathyn,good result,darganata|amol_turkmenabad
dayao,good result,binchuan|juque
daye,good result,qishui|wuchang|yongxing
dayong,good result,shixi|yongshun_yongshun
dazhasi,good result,metsang|muxihe
dazhu,good result,liujiang
deadose,good result,bidai|ishak|caux|pachina
deatnu,good result,utsjoki|tana_fjord|ou
debagarh,good result,pal_lahara|bonaigarh
debar,good result,prizren|ohrid
debin,good result,arga_tas_upplands|orotukan|kolyma_highlands
debra_warq,good result,dima|bahir_dar
debre_libanos,good result,gannata_giyorgis|wej
debre_tabor,good result,lalibela|debarq
debyosy,good result,igra|ochyor
dechang,good result,mingyi|jianchang_sichuan
dedesi,good result,umngazi
deer_lodge,good result,granite
deh_kundi,good result,kajran|paropamisus_mountains3
dehua_jiujiang,good result,guangji|ruichang|hukou|poyang_lake
deir_ez_zor,good result,rahba|tabqah
dejiang,good result,shuitejiang|yanhe
delagoa_bay,seazone,
delaware_bay,seazone,
delhi,good result,hapur|gurgaon
delinde,good result,batyr|kuchaky|siberian_forests_6
deline,good result,mahony|sahtu_uplands|sahtu_lake
deloy_chet,good result,yukkhana|deloy_ges
deloy_ges,good result,deloy_chet|deg_xit_an_forest|grayling
deltana,good result,salcha|goodpaster
delyankir,good result,artyk|arga_tas_upplands
demba,good result,quiteta_coast|muxima_ayo
dembimbosaage,good result,pohoko_ikkatee|jefferson
demensk,good result,dorogobuzh|shui|zhulino
demerara,good result,essequibo|essequibo|essequibo_mouth|demerara_coast
demerara_coast,seazone,
demotica,good result,edirne|traianopolis|ormenio|bukelon
den_terek,good result,khemchik|ulug
dengfeng,good result,yangdi
densatil,good result,daklha_gampo|samye
deo,good result,untari|patna
deogarh,good result,sironj|sugaur|ujargarh|lalitpur
deoghar,good result,ilambazar
deokju,good result,yeongwon|gaeju|sunju
deoule,good result,garadoume|birni_lalle
dep,good result,gromatukha|djee
dera_ghazi_khan,good result,sitpur|karor
dera_ismail_khan,good result,dinkot
derawar,good result,bijnot|thar_desert_3|aror
derbeke,good result,barylas|nalyachchyya
derby_shore,seazone,
deren,good result,pilda|uschu
dergaon,good result,lakhimpur|morangi
derge,good result,katok|kharak|longtang
des_nedhe,good result,numaykoos|shethanei|churchill_shoal
desnyanskyi_horodok,good result,pereiaslav|kozelets|lutava|kaniv
deungju,good result,ichon
deva,good result,hunedoara|sebes
devadurga,good result,raichur|mudgal
devarakonda,good result,wazirabad|amrabad
devgarh,good result,illichpur|dongartal|katol|gondwana_hills
devol,good result,lake_ohrid
devprayag,good result,gangadvara|srinagar_garhwal
dexing,good result,leping|wuyuan_huizhou
dezful,good result,andimeshk|shush|shushtar
dhamtari,good result,kanker|raipur|rajim
dhar,good result,indore
dharangaon,good result,thalner|laling|pachora
dharmasraya,good result,barisan_mountains1|sungai_penuh|sungai_jujuhan
dharmavaram,good result,anantapur|pavagada
dharug,good result,eora
dhipaesyin,good result,sagaing|amyint|moksobo|myedu
dholka,good result,danduka|ashaval
dholpur,good result,sabalgarh|karauli
dhubri,good result,bijni|goalpara|kamatapur|koch_bihar|daga
di_dinh,good result,cat_tien
dia,good result,macina|sanga|djenne
diakha,good result,saraya|tabon|bafoulabe
diamou,good result,kayes
diaomen,good result,dartsedo|shimian|yandao|lushan_yazhou
dibrugarh,good result,noadihang|bengmara|konwargaon|gomsi
dibue,good result,golo_muiassa|kitete
didao,good result,dingxiang|weiyuan_lintao
didthul,good result,ngarigo|thaua
diebougou,good result,loropeni|boromo|wa
dieribakoro,good result,kankan|mandiana|niani|siguiri|kaba
difunda,good result,kassai|kalala_kazemba|kadinbola|shana_bukanda|cuoim
digenegh,good result,tovisq_ol|deg_xit_an_forest|yukonikhotana|koyukon_forest
digne,good result,castellane|sisteron
digul_mouth,seazone,
dijkot,good result,jaranwala|chichawatni
dikimdya,good result,torgo|tyanya|aldan_upplands4
dikwa,good result,marte|konduga
dillingen,good result,gunzburg|neuburg_an_der_donau
dima,good result,debra_warq|enjebara
dimishk,good result,ishtixon|karmana|samarkand
dina,good result,kohtali
dinant,good result,namur
dinek_keskin,good result,bozok|baliseyh|kirsehir|sariyahsi
dingan,good result,chengmai|abe|dingan|ia|ann|hede|otun
dingbian_shunning,good result,menghua|midu|kainan|baodian
dingcheng,good result,xizhou
dinghu,good result,linxian|shilou|qingjian
dingnan_anshun,good result,puding|xibao
dingqiang,good result,gushan|hezhou|didao|lanzhou
dingri,good result,gonga_chode|pelmo
dingyuan,good result,shizhao|nanchong
dinkot,good result,dera_ismail_khan|bhakkar|isakhel
dioila,good result,bla|massigui|niantjila
dioumara,good result,kolokani
dipalpur,good result,firozpur|chishtian
dipayal,good result,acham|kailali
disentis,good result,ilanz
divandarreh,good result,bijar
diyarbekir,good result,egil|savur
djee,good result,tukuringra|tygde|dep|mulmuga
djenne,good result,dia|san
djirbalgan,good result,warungu
djonga,good result,mapulana|maputo|xai_xai|nwalungu
djougou,good result,kouande
djundu,good result,aduma|bobangi
dluk,good result,kaysun|suruc|manbij
dnieper_bug_estuary,seazone,
dniester_estuary,seazone,
doba,good result,ede|mandingring|bongor
dobrush,good result,chachersk|tereshkovichy
dobryanka,good result,chyormoz|yusva|perm|lysva
dobrzyn,good result,kowal
dobyaz,good result,sviyazhsk|kabachischi
docampado_coast,seazone,
doce_delta,seazone,
doeg,good result,opequon|patawomeck
dogo,good result,korientze
dogonbadan,good result,hendijan|basht
doh_kromum,good result,ban_don|lumphat
dokshytsy,good result,vileyka|begoml|lyepyel|zabore
dolakha,good result,nyalam|ramechhap
dolo,good result,liban|tulu_nama_dun|garbahare|luuq
dolpo,good result,himalaya9|musikot
domanic,good result,adranos|tavsanli
dondo,good result,ndalatando|ambaca|muxima|lucala
dondykar,good result,falenki|igra|omutninsk
dong_lakhon,good result,prachinburi|bight_ayodhya
dong_si_maha_phot,good result,prachinburi|phanat|sa_kaeo
dongartal,good result,bandhugara|chhaparagarh|devgarh
dongchuan,good result,zhanyi|rende|huili|tangdan|zhehai
donge,good result,pingyin|yanggu_yanzhou|changting
dongguan,good result,guangzhou|panyu|guishan|pearl_river_delta
dongguang,good result,jiaohe|fucheng_hejian
donglan,good result,duyang|nadi
dongming,good result,changyuan|lanyang
dongnae,good result,miryang|masan_bay
dongola,good result,kerma|karima|selima
dongping,good result,suxi|anhua_anhua
dongshan_bay,seazone,
dongsheng,good result,hebin|ningbian
dongxiang_dazhou,good result,tongchuan_dazhou|mingtong
donjek,good result,nabesna_forest|hucha_hudan
donkov,good result,talitsa_yelets|dubok
donzy,good result,st_pierre_de_moutier|montargis
doolboong,good result,kija|jarrakan|ngarinman
dordrecht,good result,amersfoort|rhine_estuary
dormaa,good result,begho|techiman|goaso|daoukro
dorogobuzh,good result,demensk|shui|dukhovshchina|izdeshkovo
douentza,good result,ngouma|bambara_maounde
doustioni,good result,ya_ttaish|naguatex
dowraq,good result,ahvaz|muhammerah
dragasani,good result,ramnicu_valcea|caracal
drahushiv,good result,karabul|mohyliv_podilskyi
drama,good result,serres|rentina
drastar,good result,cegani|lichiresti|cernavoda|tutrakan
dresden,good result,meissen|pirna
drichu,good result,duolundu|qumarleb|dalungsai
drigung,good result,gyama|taklung
drin_bay,seazone,
drohiczyn,good result,mielnik
drohobych,good result,lviv|zhydachiv
duanxi,good result,jinkang|gaoyao|fengchuan
dubawnt,good result,thelon_river_upland|lake_island
dubbi,good result,sukkur|kot_lalu|rajabar
dubica,good result,petrinja|gradiski_brod
dubna,good result,kalyazin|vertyazin
dubno,good result,kremenets|rozhyshche
dubok,good result,karniki|donkov
dubrajpur,good result,chandrabad|ilambazar
dubrovna,good result,maryovo|abe|dubrovna|otun
dubrovytsia,good result,stolin|volodymyrets
ducheng,good result,jinkang|fengchuan
duck_creek_shore,seazone,
dudinka,good result,kara_sea|khantayskoye|siberian_tundra_1|siberian_tundra_2
duhok,good result,balad|barqaid|sirnak
duitama,good result,macaregua|tora|boiaca
dukhovnitskoye,good result,sosnovy_ostrov
dukhovshchina,good result,dorogobuzh|yelnya
dukin,good result,kerbi|suluk
dulgalakh,good result,tenki|machakh|suordakh|nyuele
dulis_ma,good result,
dullu,good result,kailali|sinja
dumande_coast,seazone,
dumbo,good result,liroema|sambo
dunga_bunga,good result,chishtian|khairpur
dungarpur,good result,banswara|kanthal
dungu,good result,djemah|uele_ca|bomokandi|isiro
duolundu,good result,drichu|jilibulake|dalungsai|chodrak
dupnitsa,good result,velbuzd|krupnik
dura,good result,goalpara|rangpur_bengal|kamatapur|muktagacha
durbe,good result,saldus|mazeikiai
durg,good result,nandgram|bemetara
durjaya,good result,bordowa|hajo|rowta
durlach,good result,germersheim
dursunbey,good result,adranos|harmancik|mihalic
durun,good result,faraveh|konjikala
dushan,good result,lantu
dusseldorf,good result,solingen|mors|wesel
duyang,good result,baishan|anding_mashan|donglan|sienzhou
duyun,good result,bazhai_duyun|maxia
dve_viski,good result,omchikan_range|anyuysk|nizhnekolymsk|yermolovo
dymer,good result,lutava|kyiv
dyrashnichikha,good result,yerema|siberian_forests_5
dzagyal,good result,khana|gegong
dzamtang,good result,nubzur|shukjung
dzata,good result,mapungubwe|thulamela|mtetengwe
dzerzhinskoye,good result,kansk
dzhuk,good result,amgun
dzhul,good result,harandzuvan|soltobe
dzhulat,good result,tatartup|nazran
dzingcho,good result,adeqiu|markham
dzithinahnde,good result,pinanaca|tu_sis_nde
dzogang,good result,pema|mengung
dzogon,good result,kazhi|nyachukha|chodrak_kham|dawu
dzyatlava,good result,shchuchyn|masty
eagle,good result,upper_yukon|circle
eampepaigosode,good result,pantanal_swamp|yshyr
east_botnia,seazone,
east_gogo,good result,sagara|east_hehe
east_gulf_of_finland,seazone,
east_hehe,good result,east_gogo|west_hehe|mbunga
east_kimbu,good result,west_kimbu
east_konongo,good result,north_kimbu|west_konongo
east_lomwe,good result,bajone|moma|tokoto
east_makhuwa,good result,saaka|west_makhuwa
east_ngindo,good result,songo_mnara
east_niger_mouth,seazone,
east_sado,seazone,
east_shangana,good result,mambone|chipukuswi|madanda
east_sundarban,good result,barguna|khulna|indian_coast61|indian_coast62
east_yao,good result,central_meetto|west_yao
eastern_irrawaddy_delta,seazone,
ebeex,good result,sybaatayy|yukaghyr_upplands2
ebejico,good result,sotachiro|amaga
ebelyakh,good result,saskylakh
eben_ezer,good result,jujuy|wichi|niyaj
ebibeyin,good result,congo_jungle|ambam
ebrie_lagoon,seazone,
ebro_delta,seazone,
echimamish,good result,kaministikowak|lac_seul_upland|molson_lake
echiy,good result,dulgalaax_trail|sysy_meyite|suordakh
ed_daein,good result,nyala|shakka|kafia_kinji
ed_damer,good result,kassala|shendi|quz_rajab
ed_debba,good result,wadi_el_melik|korti|karima
ede,good result,ife|ilesa
edea,good result,yambasa|cameroons
edfu,good result,esna|kom_ombo
edirne,good result,hayrabolu|demotica
educhanka,good result,bratsk|siberian_wasteland_17|lower_angara
eexiwa,good result,pantanal_swamp|pantanal_forest
egabeni,good result,bakgatla|hlahlandlela|modipe
egegik,good result,naknelk_lake|kvichak_bay
egil,good result,sivrice|diyarbekir|hazro
egin,good result,ilic|arapgir|otun
einbeck,good result,hoxter|holzminden|gottingen|hofgeismar|gandersheim
eisenach,good result,eschwege|muhlhausen
ejea_de_los_caballeros,good result,tudela
eket,good result,calabar
ekholm,good result,vanern|lodose|konghalla
eko,good result,ikorundu
ekonda,good result,vilyuy_trail|siberian_hills_8
ekwan,good result,attawapiskat_lowlands
ekwentondie,good result,andawaohie|wolinak|nebesek|yamachiche|lake_saint_pierre
el_bahnasa,good result,minya|tahna
el_balyana,good result,asyut|qena|hiw
el_burullus,good result,rashid|al_mima
el_buwit,good result,akhmim|ashmunayn|tahna
el_eleila,good result,wad_madani|branko
el_mahalla,good result,damanhur|al_mima|fuwa|samanoud
el_manaqil,good result,alays|arbaji
elbe_estuary,no river,
elbistan,good result,enguzud|goksun
elblag,good result,malbork|vistula_lagoon
elgygytgyn,good result,anjuj_river
elvas,good result,badajoz|villanueva_del_fresno|vila_vicosa
elverum,good result,fryksdal|malung|hedmarksvidda|glommadal|trysil
em_dinaneni,good result,bakgatla|hlahlandlela
emasulia,good result,tamaroa|pahatsi|nudarcha
emet,good result,harmancik
eminabad,good result,gujrat|busal
emirdag,good result,celtik|kaymaz
emms_estuary,seazone,
emuer,good result,urka|pangu|enhe_hada
emyakhsin,good result,morkoka
enare,good result,enare_trask|karasjok|suonikyla
enashimo,good result,teya|vel_mo|siberian_forests_5
enawene,good result,irantxe|manoki|kabixi
endirey,good result,terek
enez,good result,kesan|gulf_saros
enguzud,good result,marash|elbistan|ulnia|middle_taurus_5
enhe_hada,good result,emuer|merelka|urov|silkari
enhua,good result,daning_pingquan|fushu|songzhou
enisala,good result,tulcea|north_danube_delta
enjebara,good result,maldarede|dima
enlhet,good result,enxet|chishamnee
eno,good result,adshusheer|alamance
enookwasaneenah,good result,waumandee|hahawakpa
enselxcin,good result,snt_t_ulix|n_pooh_le|ntiltxitk
ensisheim,good result,freiburg|benfeld
entraigues,good result,millau|peyrusse
enxet,good result,ycuamandiyu|enlhet|enenlhet|ipholhhelhlhup
enzhou,good result,qinghe|lingzhou_dezhou|xiajin
eora,good result,dharug|blue_mountains|botany_bay
epe,good result,ikosi|ijebu_ode
epinal,good result,arches|darney
epixyu,good result,niarada|hungry_horse
erachimo,good result,turukhansk|tunguska_trail1|siberian_forests_5|siberian_forests_3
erbach,good result,heidelberg|mosbach
erbach_swabia,good result,ulm|riedlingen|gunzburg
erbil,good result,akre|mosul
erding,good result,freising|rottenburg
eringiin,good result,khatgal|tarvagatai
erode,good result,karur|bhavani|sendamangalam
eroo,good result,kyakhta|amarbayas_galang|alyanbulag
ervykynnot,good result,chirovoye
erzincan,good result,kemah|tercan
escatawppa,good result,mobile|tombigbee|tohome
eschwege,good result,muhlhausen|eisenach
escurial,good result,puebla_de_alcocer|medellin
eseejja,good result,takana
eseka,good result,yambasa|fifinda|nyong|bakas
esk_el,good result,nadleht_en|stswecen_c
eskalapia,good result,ouasioto|cuttawba|scioto
eskimanetigon,good result,wanapitei|pogamasing|cunningham_point
eskippakaithiki,good result,kentucky|chenoka
esna,good result,qus|edfu|hiw
esquatak,good result,ponkhockie|mahicannituck
ess,good result,siberian_wasteland_4|tursunskiy_tuman
essequibo,good result,demerara|essequibo|guayana_jungle|essequibo_mouth
essequibo_mouth,seazone,
estatoe,good result,tanasee_ridge|tugaloo|nacoochee
este,good result,legnago
esteriktyaax,good result,tuyandina|uyandina_trail
estok_gna,good result,coospacam|masacuajulam
eswawpuddenah,good result,italwa|pacolate
esztergom,good result,hont|buda|komarom
etawah,good result,makanpur|agra|konch|bhind
ethapetha,good result,kanawha|ouasioto|onimgohow|scioto
etiwan,good result,wando|santee
etnemitane,good result,yulalona|quuiich
etoho,good result,cofaqui|nacoochee
etzanoa,good result,quivira|pasukhdin
etzatlan,good result,huitzquilic|tala_mx
eufaula,good result,pallachacola|omusee
evinayong,good result,mongomo|bata
ewksikni,good result,mbosaksawaas|kidutokado
ewu,good result,owo|lokoja
eyapaysis,good result,severn_uplands|lac_seul_upland|island_lake|gode
fadak,good result,al_huwayyit|darghat
fagaras,good result,sibiu|cincu
fajokstai_channel,good result,charkamak|fajokstai_channel
falaba,good result,kouroussa|timbo|yagala|kissidougou
falam,good result,hakha|chin_hills1|thoubal
falenki,good result,dondykar|kholunitsky
fallingbostel,good result,neustadt_am_rubenberge|verden
fanado,good result,bocaiuva|itamarandiba|aracuai
fanakat,good result,chach|dakhkat
fanchang,good result,tongling|wuhu
fancheng,good result,xiangyang|guanghua|xinye
fanxian,good result,puyang|yanggu_yanzhou
faqus,good result,tinnis|ushmum_tannah|bilbeis
faramana,good result,sya|bankuy|hounde
faras,good result,daw_sud|sai
faraveh,good result,gazanjyk|durun|karakum_desert2
farkhor,good result,araska|qubodijon
farnebo,good result,tingvalla|fryksdal
fashoda,good result,assosa|kaka|sobat
fatehabad,good result,kapurthala
fathabad,good result,pabna|qasba|sreepur
fayzabad,good result,zebak|kishim
fazughli,good result,guba|gimbi|dabarqi
fehervar,good result,buda
feldbach,good result,leibnitz|olsnica
feldkirch,good result,bregenz|silvretta_alps
fem_mapu,good result,colhue_huapi|kopolque
fengcheng,good result,fuchuan
fengcheng_fengcheng,good result,qingjiang|nanchang|jinxian|gaoan
fengchuan,good result,duanxi|ducheng|linhe|cangwu
fengdu,good result,fuzhou_sichuan|linjiang
fengjie,good result,wushan|yunyang
fengle,good result,zhongxiang|shipai|yicheng
fengqiu,good result,lanyang|yuanyang
fengxian,good result,xuzhou|dangshan
fenning,good result,wuning|tonggu
fenoarivo,good result,antsiroamandidy|manoninerina
fermoselle,good result,yecla_de_yeltes|zamora|miranda_de_i_douro
fernao_veloso_bay,seazone,
ferrara,good result,rovigo
ferrol_bay,seazone,
feurs,good result,perreux|roanne|saint_etienne
fez,good result,ouezzane|volubilis|namalata|sefrou
ficarolo,good result,ostiglia
fifinda,good result,eseka|cape_debundsha
figeac,good result,cahors|gourdon|peyrusse|turenne
fimi,good result,nunu|chuapa
fipa,good result,west_kimbu|lake_rukwa
firabr,good result,amol_turkmenabad|paikend|navidakh
firozkoh,good result,chishti_sarif|paropamisus_mountains2
firozpur,good result,kapurthala|dipalpur
firuzabad_bahraich,good result,bahraich|kherigarh|salianah|kailali
fisque_menuco,good result,balcheta|newenken|elcui
flesberg,good result,grenland|hardangervidda
flinders_shore,seazone,
flix,good result,caspe|montblanc|tortosa
floda,good result,grange|stora_tuna
florac,good result,millau
florence,good result,arezzo|poggibonsi|prato|sanlorenzo
foca,good result,smyrna|menemen
focsani,good result,adjud|ramnicu_sarat
fofa,good result,hadiya|soddo
fomena,good result,kumasi|akwatia|hemang
fomin_gorodok,good result,rzhev|zubtsov
fonseca_bay,seazone,
forcados,good result,warri|uvwie|forcados_river_mouth
forcados_river_mouth,seazone,
forchheim,good result,schwabach|bamberg
formiga,good result,santo_antonio_monte|tres_pontas|lavras
fort_simpson,good result,nahanni|jean_marie_river|wrigley
foum_zguid,good result,beni_sabih|tatau
foumban,good result,bankim|bafoussam
fraga,good result,caspe
frankfurt,good result,darmstadt|hanau|wiesbaden
frauenfeld,good result,kyburg|lake_constance
freiburg,good result,mullheim|hachberg|ensisheim|mulhouse
freising,good result,munich|erding|rottenburg
freistadt,good result,linz|rohrbach|wels
fresnes,good result,saint_mihiel|verdun
fribourg,good result,bern|burgdorf_emmental
frier_fjord,seazone,
froso,good result,hammerdal|ragunda|storsjon
frutigen,good result,bern|interlaken
fryksdal,good result,farnebo|josse|elverum
fucheng_hejian,good result,tiaoxian|dongguang
